date	high.temp	avg.hi.temp	avg.lo.temp	low.temp	precip	snowfall	precip.days	snowfall.days
1975-09	27.2	21.8	13.9	7.8	236.7	0	11	0
1975-10	28.3	19.4	10.8	-0.6	94	0	9	0
1975-11	25.6	14.9	7.7	1.1	110	0.3	6	0
1975-12	16.1	5.7	-1.4	-8.9	92.2	59.4	12	2
1976-01	13.3	1.2	-6.4	-18.3	146.8	143.3	13	4
1976-02	21.1	9.2	-0.5	-12.2	79.5	127.3	10	3
1976-03	22.2	11.1	2.7	-7.2	75.9	111.8	12	3
1976-04	35.6	18.2	7.4	-3.9	71.1	0.3	6	0
1976-05	28.3	20.9	10.4	3.3	121.2	0	13	0
1976-06	33.3	27.7	18	10	70.6	0	11	0
1976-07	32.2	28.5	19.1	14.4	36.1	0	10	0
1976-08	34.4	28.3	18.7	10	165.6	0	8	0
1976-09	31.7	23.9	14.5	8.3	80	0	9	0
1976-10	22.8	15.3	7.9	-1.7	134.9	0	12	0
1976-11	16.1	8.7	2	-8.3	8.6	0.3	2	0
1976-12	12.8	2.6	-4.9	-12.8	58.2	131.3	7	3
1977-01	6.7	-2.4	-8.7	-18.9	57.2	330.7	8	10
1977-02	14.4	4.5	-2.9	-13.3	63.8	147.8	8	4
1977-03	27.2	12.8	3.6	-4.4	188.2	15.5	7	1
1977-04	32.2	17.6	6.5	-3.9	95.3	0.3	7	0
1977-05	33.3	23.9	12.7	2.2	43.4	0	7	0
1977-06	31.1	25.6	16.8	10	97.3	0	10	0
1977-07	40	31.2	21	14.4	40.6	0	7	0
1977-08	33.9	28.4	20.1	13.9	116.1	0	11	0
1977-09	34.4	23.7	16.5	11.1	120.7	0	14	0
1977-10	21.1	16.1	9.3	4.4	127.8	0	11	0
1977-11	18.3	10.8	6.2	-1.7	311.4	5.6	15	1
1977-12	13.3	5	-1	-10.6	128.5	11.7	9	1
1978-01	14.4	1	-5.5	-11.1	210.1	516.9	11	6
1978-02	5	0.5	-5.8	-12.2	40.4	585	6	6
1978-03	18.3	7.7	0.1	-10	69.3	173.7	8	2
1978-04	27.8	15.7	6	-0.6	60.5	0	8	0
1978-05	32.2	20.7	12	3.3	232.4	0	13	0
1978-06	32.8	26.5	17.1	10.6	42.9	0	9	0
1978-07	35	27.5	19.5	14.4	113.8	0	8	0
1978-08	33.3	28.1	20.8	15.6	139.7	0	12	0
1978-09	30	23	13.6	7.2	103.1	0	10	0
1978-10	24.4	17.1	8.4	2.2	38.1	0	10	0
1978-11	21.1	12	5.5	-4.4	72.4	56.4	9	1
1978-12	19.4	7.3	0.3	-7.2	142.5	12.7	11	1
1979-01	17.2	4.6	-2.9	-13.3	267.2	168.4	13	5
1979-02	13.9	-0.3	-6.9	-17.8	116.3	511.3	11	4
1979-03	24.4	13	3.5	-6.7	111.8	0.3	10	0
1979-04	27.2	15.6	7.3	0	102.6	0	13	0
1979-05	34.4	22.8	14.2	7.2	158.2	0	15	0
1979-06	30.6	25	16.3	8.9	39.6	0	10	0
1979-07	35	29.4	20.5	11.7	44.7	0	7	0
1979-08	35	28.9	20.8	13.3	108.5	0	15	0
1979-09	32.2	25.6	17.2	7.2	122.7	0	10	0
1979-10	31.1	17.8	10.4	2.2	98.3	0	8	0
1979-11	22.8	14.9	7.9	-1.7	85.9	0	9	0
1979-12	18.3	8.3	1.8	-6.7	68.3	89.2	8	1
1980-01	15.6	4.1	-2.2	-8.3	43.7	52.1	7	1
1980-02	13.9	3.3	-4	-11.1	26.4	69.3	2	2
1980-03	15	9.2	1	-12.2	264.4	117.6	15	2
1980-04	24.4	17.1	8	0	209.8	0	12	0
1980-05	32.2	23.7	13.7	7.8	59.2	0	10	0
1980-06	34.4	26.2	16.3	8.3	97.5	0	10	0
1980-07	38.9	30.9	21.6	16.1	133.6	0	10	0
1980-08	36.1	31.3	22.4	17.8	29.5	0	7	0
1980-09	35.6	26.2	16.9	7.2	50.3	0	6	0
1980-10	26.1	17	8.8	2.8	98	0	8	0
1980-11	21.7	10.7	3.4	-2.2	104.4	0	9	0
1980-12	17.8	4.4	-3.9	-18.3	14.7	72.1	8	4
1981-01	9.4	0.1	-6.6	-16.7	14.7	204.2	4	6
1981-02	20	7.9	0.1	-13.3	153.4	0.5	13	0
1981-03	25	9.7	1.7	-8.3	30.2	219.5	7	1
1981-04	27.2	18.4	8.4	0.6	86.9	0	15	0
1981-05	30.6	23.2	13.3	6.7	90.4	0	7	0
1981-06	33.9	27	18.5	14.4	68.8	0	10	0
1981-07	35.6	30.2	21.5	16.7	157.7	0	12	0
1981-08	33.3	28.8	20.1	15	15	0	6	0
1981-09	31.7	23.6	15.9	8.3	87.6	0	8	0
1981-10	21.7	16.5	8.5	3.3	88.6	0	8	0
1981-11	22.2	11.8	5.6	-1.7	42.9	0	7	0
1981-12	14.4	4.9	0.1	-6.7	131.6	54.4	12	4
1982-01	14.4	0.3	-6.9	-17.8	164.1	299.7	9	5
1982-02	14.4	5.4	-1.6	-7.2	60.2	10.9	6	2
1982-03	15.6	9.1	1.8	-5.6	65	18	13	1
1982-04	27.8	15.8	5.6	-6.1	144	244.3	8	1
1982-05	28.9	22.3	13.4	9.4	61.7	0	10	0
1982-06	30.6	24.2	16.5	11.1	130	0	14	0
1982-07	36.7	30.1	20.9	15.6	79.8	0	5	0
1982-08	31.7	27.3	18.4	10	118.4	0	7	0
1982-09	31.1	24.2	16.2	12.2	45	0	9	0
1982-10	27.2	18.8	10.7	3.3	58.7	0	5	0
1982-11	26.1	14.2	6.2	-2.8	87.4	0	9	0
1982-12	22.2	9.3	2.7	-8.3	37.3	76.7	12	1
1983-01	14.4	4.2	-1.5	-11.1	127.3	48.3	8	2
1983-02	15	5.8	-0.9	-10	81.8	546.4	7	4
1983-03	20	10.1	3.2	-3.9	267.7	0.5	15	0
1983-04	29.4	15.2	7.4	1.1	355.9	20.3	10	1
1983-05	26.1	20	11.2	5	116.8	0	13	0
1983-06	35	28	17.9	11.1	71.6	0	7	0
1983-07	36.7	31.5	21.3	16.1	86.4	0	7	0
1983-08	35.6	29.9	20.9	15	184.4	0	8	0
1983-09	37.2	26.9	17.2	9.4	117.3	0	5	0
1983-10	28.9	18.3	10.4	2.2	219.2	0	10	0
1983-11	20.6	13	5.7	0	169.7	0	14	0
1983-12	15	5.1	-1.6	-15.6	248.2	40.9	12	3
1984-01	13.9	1.7	-4.1	-13.3	47.5	297.9	11	10
1984-02	17.2	8.2	1.3	-8.3	123.4	5.6	13	1
1984-03	14.4	6.2	-1	-10.6	160	303	13	6
1984-04	25.6	15.3	6.8	1.7	168.1	0	9	0
1984-05	29.4	20.9	12.1	6.1	247.4	0	16	0
1984-06	35.6	28.1	19.1	9.4	146.3	0	11	0
1984-07	32.8	27.3	20.1	15	178.6	0	12	0
1984-08	33.3	28.7	20.9	15.6	35.1	0	10	0
1984-09	30	23.4	14.3	6.7	63.8	0	8	0
1984-10	26.1	20.3	12.8	5	92.2	0	11	0
1984-11	20.6	12.5	4.4	-3.9	103.4	0.3	8	0
1984-12	21.1	10	3	-3.9	82.8	139.7	14	2
1985-01	14.4	1.5	-5	-18.9	25.4	214.1	10	7
1985-02	23.9	6.1	-1.1	-10	61.2	254.5	8	3
1985-03	27.8	12.7	2.6	-5.6	48.5	5.1	11	1
1985-04	31.1	18	8.1	-2.2	35.8	0.3	12	0
1985-05	30.6	23.6	13.4	6.1	145.3	0	10	0
1985-06	29.4	24.4	16.3	12.8	112	0	10	0
1985-07	33.3	28.9	20.2	16.1	112	0	12	0
1985-08	35	28	20.2	16.7	65.5	0	6	0
1985-09	34.4	25.8	16.9	9.4	120.7	0	8	0
1985-10	26.7	19.4	11	2.2	33	0	9	0
1985-11	25	13.2	6.8	0.6	205.5	0	15	0
1985-12	12.8	4.5	-2	-9.4	21.1	23.6	11	4
1986-01	17.2	4.9	-2.6	-13.3	107.4	56.1	10	4
1986-02	8.9	2.7	-2.8	-7.8	72.6	250.4	10	5
1986-03	25.6	12.2	2.3	-9.4	37.1	0.5	6	0
1986-04	27.8	17	8	1.7	99.8	0	14	0
1986-05	34.4	24.3	13.5	5	42.7	0	8	0
1986-06	32.8	27.1	16.8	9.4	47.2	0	9	0
1986-07	36.7	28.9	19.9	12.8	141.2	0	12	0
1986-08	31.7	27.3	18.4	10	107.7	0	12	0
1986-09	31.7	24.4	15.4	7.2	55.9	0	9	0
1986-10	28.9	18.9	10	3.3	48.8	0	8	0
1986-11	22.8	11.7	3.5	-5.6	174	0	13	0
1986-12	15	6.9	0.9	-7.2	156.5	15.2	11	1
1987-01	13.9	3.1	-2.7	-13.3	147.6	346.2	9	5
1987-02	11.1	4.9	-3.6	-15.6	25.7	178.8	4	3
1987-03	24.4	12.2	2.4	-9.4	125.2	48.8	8	2
1987-04	25	16.1	7.6	-0.6	149.9	0	14	0
1987-05	36.1	22.8	12.2	6.1	36.8	0	10	0
1987-06	35.6	27.4	18	13.3	100.1	0	13	0
1987-07	35	30.3	20.7	15.6	104.6	0	11	0
1987-08	34.4	28.2	18.7	13.3	124.2	0	10	0
1987-09	29.4	24	15.7	9.4	133.4	0	13	0
1987-10	22.2	16.9	7.3	2.8	98.8	0	7	0
1987-11	25	12.9	4.5	-7.8	78.2	28.7	8	1
1987-12	15.6	7.4	1	-13.3	55.1	66.8	9	1
1988-01	11.7	2.1	-4.9	-15	92.5	353.6	10	6
1988-02	16.7	5.5	-2.2	-12.8	99.3	39.1	9	2
1988-03	24.4	11.2	1.7	-8.3	53.3	0.3	7	0
1988-04	22.8	15.2	6.1	1.7	55.9	0	12	0
1988-05	32.8	21.9	12.2	6.7	133.9	0	12	0
1988-06	36.7	27.8	16.4	10	32.8	0	8	0
1988-07	37.2	31.6	21	11.7	206.8	0	16	0
1988-08	37.2	30.6	21.4	13.3	55.6	0	6	0
1988-09	28.9	24.6	14.7	9.4	59.4	0	4	0
1988-10	26.1	15.7	7.3	-0.6	90.4	0	7	0
1988-11	19.4	13.6	5.7	0	226.1	0	9	0
1988-12	15.6	6	-1.7	-15	28.7	8.6	4	1
1989-01	16.1	6.7	-0.7	-11.7	58.2	128	10	1
1989-02	19.4	5.1	-2.3	-9.4	77	8.6	8	1
1989-03	27.8	10.4	1.1	-10.6	125.2	64.3	9	1
1989-04	25	16.3	6.1	1.1	108.2	0	13	0
1989-05	30	21.4	12	6.1	260.1	0	13	0
1989-06	33.3	26.7	17.7	14.4	223.3	0	17	0
1989-07	35.6	28.5	19.1	15.6	130.3	0	12	0
1989-08	34.4	27.8	18.9	13.3	214.4	0	13	0
1989-09	34.4	24.6	15.5	6.7	175.3	0	6	0
1989-10	25	19.3	9.7	4.4	190	0	8	0
1989-11	21.1	11.7	3.6	-5	70.9	119.6	11	2
1989-12	11.7	0.4	-7.2	-14.4	21.1	39.1	4	3
1990-01	18.9	8.6	1.8	-4.4	135.6	46	12	2
1990-02	18.3	9.1	-0.6	-13.9	59.2	46.2	11	1
1990-03	29.4	12.4	2.2	-10.6	92.5	79.2	10	1
1990-04	32.8	16.9	7	0.6	130	15.5	13	1
1990-05	28.3	20.5	10.9	6.7	231.1	0	12	0
1990-06	31.7	27.5	17.1	10	63.5	0	13	0
1990-07	35	29.3	20.5	13.9	89.2	0	9	0
1990-08	33.9	28.6	19.4	14.4	313.9	0	15	0
1990-09	31.7	24.2	15.2	6.7	56.9	0	8	0
1990-10	28.9	20.8	12.3	1.7	162.1	0	10	0
1990-11	25.6	14.6	5.8	-1.1	71.6	0	6	0
1990-12	18.9	9.8	1.9	-6.1	141.7	183.1	12	2
1991-01	12.8	5.1	-1.9	-12.2	85.9	213.6	8	3
1991-02	21.1	8.7	0.2	-10	49	231.4	11	3
1991-03	25	11.2	2.9	-4.4	131.1	5.1	16	1
1991-04	32.2	18	8.3	2.2	93.5	0	11	0
1991-05	33.9	26.1	14.7	8.3	79	0	7	0
1991-06	36.1	29.1	17.6	11.7	105.7	0	11	0
1991-07	38.9	30.6	20.2	17.2	116.1	0	11	0
1991-08	34.4	30	20.1	16.7	181.1	0	9	0
1991-09	33.9	24.7	14.7	6.7	94.2	0	8	0
1991-10	26.7	19.4	10	3.3	54.1	0	5	0
1991-11	23.3	12.9	5.2	-1.7	49.8	0.3	6	0
1991-12	18.9	7.9	0.5	-10.6	108.2	19.3	12	2
1992-01	16.7	5.8	-1.7	-11.7	42.7	38.6	8	2
1992-02	17.8	6.2	-1.4	-10	47.5	26.2	10	1
1992-03	17.8	8.8	0.1	-8.3	103.6	239.3	11	2
1992-04	27.2	14.9	5.7	-0.6	44.7	0.3	12	0
1992-05	33.9	21.6	10.7	4.4	102.1	0	11	0
1992-06	30.6	26.2	16.3	11.1	121.2	0	7	0
1992-07	33.9	28	18.8	15	114	0	16	0
1992-08	32.8	27.5	18	13.9	88.6	0	11	0
1992-09	30	23.8	15.3	6.7	124.2	0	11	0
1992-10	25.6	17	8.1	1.1	29.5	0	8	0
1992-11	21.7	11.4	4.7	-1.7	143.3	0	10	0
1992-12	16.1	6.5	0	-8.3	139.7	10.7	13	1
1993-01	17.8	5.9	-1.1	-6.1	87.4	39.1	10	3
1993-02	13.3	3.9	-5.3	-13.9	71.4	273.1	7	6
1993-03	20	8.2	0.3	-10.6	168.7	302.8	11	5
1993-04	26.1	16.9	6.7	1.7	108.7	0	9	0
1993-05	33.3	24.1	13.2	7.8	39.6	0	7	0
1993-06	35	28.4	17.4	10.6	37.8	0	7	0
1993-07	38.9	32.3	21.1	18.3	43.2	0	7	0
1993-08	35.6	30	20.2	15.6	137.4	0	11	0
1993-09	35	23.8	15.4	6.7	133.4	0	15	0
1993-10	25.6	17.5	9.1	3.3	115.6	0	11	0
1993-11	26.7	13.7	5	-3.9	55.9	0.8	6	0
1993-12	16.7	6.4	-0.5	-12.2	125.7	176	11	3
1994-01	12.8	0.7	-7.9	-18.9	142.7	306.3	11	9
1994-02	16.7	3.3	-4.9	-13.9	87.4	671.1	9	7
1994-03	21.7	8.9	0.7	-6.1	160.8	206.2	14	4
1994-04	28.9	18.4	7.8	1.1	61.5	0	10	0
1994-05	32.8	22.4	10.7	6.7	108.2	0	13	0
1994-06	36.7	29.3	18.7	12.2	81.5	0	12	0
1994-07	36.1	31.1	21.6	17.8	98	0	10	0
1994-08	32.8	28	18.6	13.9	160.8	0	12	0
1994-09	31.1	24.3	15.3	11.7	84.6	0	10	0
1994-10	23.9	19.2	9.7	6.1	34.3	0	5	0
1994-11	24.4	15.3	6.9	-3.9	110.2	0.3	9	0
1994-12	18.3	9.4	1.9	-7.2	73.7	0.8	9	0
1995-01	17.8	6.2	-0.1	-9.4	95.3	5.6	12	1
1995-02	12.2	3.8	-4.3	-14.4	79.5	294.6	8	3
1995-03	22.2	11.6	2.8	-6.7	32	0.3	6	0
1995-04	24.4	16.3	5.8	-5	58.2	0	12	0
1995-05	30.6	21.2	12	6.7	72.1	0	14	0
1995-06	35	26.9	17.4	12.2	53.1	0	13	0
1995-07	38.9	30.6	21.8	15.6	155.7	0	11	0
1995-08	35.6	30.8	21	16.7	4.6	0	4	0
1995-09	32.8	24.8	15.5	10	77	0	7	0
1995-10	30	21.1	11.8	5.6	198.6	0	10	0
1995-11	22.2	10.1	2.8	-4.4	146.8	73.7	13	1
1995-12	12.8	3.3	-2.9	-9.4	53.8	292.4	8	6
1996-01	13.3	2.8	-4.4	-14.4	143.3	664	10	7
1996-02	16.7	4.6	-2.6	-15	65.8	539	12	6
1996-03	17.2	7.9	-0.2	-11.7	96.8	335.5	13	4
1996-04	29.4	15.6	6.9	0.6	160.8	17.8	14	2
1996-05	35.6	20.8	11.5	5.6	67.1	0	15	0
1996-06	31.1	25.7	18	12.2	145	0	12	0
1996-07	31.7	26.5	19.4	16.7	146.3	0	15	0
1996-08	32.2	27.4	19.8	16.1	47.5	0	8	0
1996-09	31.7	23.5	16.5	10	126.2	0	12	0
1996-10	24.4	17.4	9.7	4.4	191	0	12	0
1996-11	20.6	9.4	2.8	-5	72.9	3	11	1
1996-12	17.2	8.1	2.2	-9.4	164.6	0	18	0
1997-01	16.7	4	-3.8	-15.6	92.7	111.8	13	2
1997-02	22.2	8.4	0.5	-7.2	64.5	97	13	2
1997-03	20	9.5	1.4	-3.9	131.6	43.7	13	3
1997-04	23.3	15.6	6.2	-2.2	72.6	0	10	0
1997-05	28.3	20	10.4	6.1	77.5	0	11	0
1997-06	33.9	26.2	17	9.4	49	0	6	0
1997-07	36.1	29	19.5	14.4	212.3	0	12	0
1997-08	33.9	27	18.8	15.6	81.5	0	10	0
1997-09	28.3	23.6	15.2	8.9	53.3	0	8	0
1997-10	29.4	17.6	9.9	2.8	53.3	0	7	0
1997-11	18.3	9.9	4	-2.8	118.9	0	14	0
1997-12	12.2	6.4	0.6	-8.3	108.5	0	13	0
1998-01	18.3	7.7	1.2	-10	132.1	12.7	12	1
1998-02	14.4	7.9	1.7	-8.3	147.6	0	11	0
1998-03	30	11.2	3.7	-7.2	129	127	8	1
1998-04	22.8	16.9	7.6	2.2	179.1	0	12	0
1998-05	30.6	22.5	13.5	6.7	176.3	0	12	0
1998-06	33.3	24.3	17	11.1	150.9	0	13	0
1998-07	33.9	28.8	20.6	16.7	27.7	0	7	0
1998-08	32.8	29.1	20.5	14.4	70.6	0	5	0
1998-09	32.2	25.6	16.9	9.4	87.4	0	8	0
1998-10	23.3	17.7	10.7	5.6	70.1	0	9	0
1998-11	17.2	12.4	5.5	2.2	37.6	0	5	0
1998-12	23.9	9.4	3	-8.3	28.4	51.1	8	1
1999-01	15.6	4.9	-2.8	-12.8	178.3	114.6	14	2
1999-02	16.7	7.4	0.2	-10	88.6	43.4	10	2
1999-03	23.3	10.4	1.3	-8.3	101.9	114.6	12	2
1999-04	26.7	16.9	7	1.7	49	0	12	0
1999-05	31.7	21.7	12.8	7.8	102.6	0	7	0
1999-06	34.4	27.4	18.4	13.9	15	0	5	0
1999-07	38.3	32.3	22.6	16.1	11.2	0	7	0
1999-08	36.7	28.6	19.8	15	73.4	0	9	0
1999-09	28.3	24.3	16.8	10	223.8	0	9	0
1999-10	23.9	17.5	9.3	3.9	69.3	0	11	0
1999-11	22.2	14	6.8	-2.2	59.2	0	5	0
1999-12	17.2	7.6	1.2	-7.2	82	0.5	10	0
2000-01	17.8	3.3	-4.1	-16.1	82	241.6	9	3
2000-02	17.8	6.5	-0.6	-7.2	42.2	132.8	8	2
2000-03	21.7	12.8	4.1	-5.6	84.8	10.2	10	1
2000-04	23.9	14.5	6.6	-1.1	89.7	30.5	11	1
2000-05	33.9	22	13	7.8	114.3	0	12	0
2000-06	33.3	26	17.7	9.4	123.7	0	14	0
2000-07	31.7	26.1	18.7	14.4	184.9	0	13	0
2000-08	32.2	25.9	19.1	13.9	97	0	14	0
2000-09	28.9	22.7	15	6.1	147.8	0	11	0
2000-10	26.1	18	9.7	2.2	17	0	6	0
2000-11	19.4	10.5	4.2	-5	89.9	0	7	0
2000-12	16.7	2.9	-3.9	-10	81	340.6	9	4
2001-01	12.2	3.8	-2	-7.8	80.3	211.6	10	3
2001-02	16.1	6.2	-1.9	-8.9	49.5	241.6	9	4
2001-03	13.9	7.6	0.9	-4.4	190	96.5	15	3
2001-04	30.6	17.1	7.3	1.1	40.1	0	11	0
2001-05	33.3	21.9	13.2	6.1	51.6	0	9	0
2001-06	32.8	26.8	18.7	10	134.4	0	9	0
2001-07	34.4	27.2	18.5	13.3	51.8	0	7	0
2001-08	39.4	30.3	21.6	17.2	65	0	9	0
2001-09	30	24.1	15.5	10	134.6	0	9	0
2001-10	27.2	19.1	10.4	2.8	16.8	0	5	0
2001-11	23.9	15.4	7.5	1.1	34.5	0	6	0
2001-12	21.7	10	3.4	-6.7	56.9	0	8	0
2002-01	20.6	7.5	1.4	-6.1	49	89.4	10	2
2002-02	17.2	9.1	0.5	-7.2	18	0.3	7	0
2002-03	22.2	11.3	2.2	-7.2	89.9	0.3	11	0
2002-04	35.6	18.2	8.5	-1.1	86.6	0.3	15	0
2002-05	30	20.8	11.1	5	93.7	0	8	0
2002-06	33.3	26.6	17.3	11.7	113.8	0	10	0
2002-07	35.6	30.5	21.4	16.1	26.7	0	6	0
2002-08	36.7	30	20.8	15.6	124.7	0	9	0
2002-09	32.8	25.6	16.9	12.2	131.1	0	7	0
2002-10	28.9	16.3	9.5	2.2	182.9	0	13	0
2002-11	20	11.1	4.5	-4.4	128.5	0	15	0
2002-12	15.6	5.1	-0.6	-7.2	103.1	280.2	12	2
2003-01	10	0.5	-5.5	-13.9	58.4	120.7	12	8
2003-02	10	2	-4.1	-13.3	115.6	663.4	9	4
2003-03	20.6	11.1	1.2	-11.7	116.1	89.4	9	1
2003-04	31.1	14.3	5.5	-1.1	81.3	101.6	12	1
2003-05	26.1	18.9	10.7	7.2	86.4	0	15	0
2003-06	33.9	24.2	16.2	10	260.6	0	15	0
2003-07	34.4	28.4	20.3	17.2	95.5	0	14	0
2003-08	32.8	28.5	21.2	16.1	148.6	0	13	0
2003-09	26.7	23.2	16.7	10	153.2	0	14	0
2003-10	25	16.6	9.1	2.2	124.5	0	11	0
2003-11	26.1	13.4	6.6	-1.7	106.2	0	11	0
2003-12	14.4	6.4	-0.2	-6.1	137.7	503.2	7	3
2004-01	14.4	-0.6	-7.5	-17.2	54.1	440.7	9	6
2004-02	15	5.4	-2	-9.4	68.1	18	5	1
2004-03	21.1	10.4	2.5	-4.4	75.9	121.9	16	3
2004-04	29.4	17.1	6.9	-1.7	104.4	0	15	0
2004-05	30.6	23.5	13.4	5.6	146.3	0	15	0
2004-06	32.8	26	17.6	13.3	76.7	0	10	0
2004-07	30.6	27.2	20.1	17.2	194.1	0	11	0
2004-08	32.2	27	19.9	14.4	76.7	0	10	0
2004-09	30.6	24.5	17	11.1	292.4	0	10	0
2004-10	23.9	16.6	10.1	6.7	29.2	0	6	0
2004-11	20	12.7	5.3	-1.7	106.9	0	9	0
2004-12	15	6.9	0.2	-11.7	94.2	76.2	12	5
2005-01	18.9	3	-3.8	-15	118.6	389.4	14	5
2005-02	13.3	5.9	-0.8	-8.9	77.2	402.1	13	5
2005-03	17.2	8	0.3	-8.9	126	175.5	11	5
2005-04	30.6	18.1	7.6	2.8	122.2	0	10	0
2005-05	26.1	19.6	10.3	5	37.6	0	12	0
2005-06	33.9	27.9	18.8	12.2	81.5	0	10	0
2005-07	36.1	29.4	21.2	16.7	90.4	0	9	0
2005-08	37.2	30.6	22.4	18.3	100.6	0	7	0
2005-09	33.3	27.6	18.4	10	12.2	0	5	0
2005-10	26.7	17.6	11.1	3.9	424.9	0	12	0
2005-11	22.2	13.8	5.8	-5.6	113.5	0	11	0
2005-12	12.8	4.7	-1	-10	116.8	246.6	9	4
2006-01	17.8	8.6	1.2	-8.9	126.7	50.8	12	1
2006-02	16.7	5.8	-1.6	-9.4	73.2	683.8	6	2
2006-03	23.3	10.3	2	-5.6	20.3	33	4	1
2006-04	28.3	18.5	7.8	0.6	141.2	2.5	10	1
2006-05	31.1	22	12.6	7.2	117.3	0	11	0
2006-06	32.8	25.4	17.9	11.1	217.2	0	15	0
2006-07	35	29.5	21.5	16.1	156.5	0	10	0
2006-08	36.1	28.2	20.4	15.6	154.4	0	11	0
2006-09	28.3	22.8	15.6	9.4	93.7	0	11	0
2006-10	26.1	17.4	9.6	2.8	179.6	0	10	0
2006-11	20.6	14.1	8	1.7	186.4	0	11	0
2006-12	21.1	9.7	3.2	-7.8	54.6	0	7	0
2007-01	22.2	6.4	-0.3	-12.8	92.2	66.3	18	7
2007-02	9.4	1.4	-5.6	-13.3	50.5	97	8	3
2007-03	25.6	10.5	0.8	-11.7	135.9	152.7	12	2
2007-04	30	14.4	6	-1.1	331.5	0.5	10	0
2007-05	32.8	24.1	12.9	6.7	47.8	0	8	0
2007-06	32.8	26.4	17.3	12.2	166.4	0	12	0
2007-07	33.3	28	19.8	13.9	175	0	9	0
2007-08	33.3	27.5	19.3	13.3	182.4	0	10	0
2007-09	31.1	25.6	17	10	46	0	5	0
2007-10	30.6	21.4	13.7	3.3	118.1	0	12	0
2007-11	18.9	10.9	4	-3.3	88.1	0	12	0
2007-12	16.1	5.3	0.2	-6.7	132.6	73.9	17	4
2008-01	17.8	5.8	-0.8	-11.1	72.4	1	12	0
2008-02	20	6.2	-2	-12.2	151.1	228.9	14	3
2008-03	17.2	10.2	1.7	-2.8	103.6	0	12	0
2008-04	28.9	17.5	8	0.6	70.4	0	11	0
2008-05	28.3	20.5	10.7	6.7	101.9	0	13	0
2008-06	35.6	28.1	18.6	13.9	119.4	0	16	0
2008-07	35.6	30.1	21.4	18.9	72.1	0	10	0
2008-08	32.2	28.1	18.3	14.4	141.7	0	10	0
2008-09	32.2	24.3	16.6	10.6	179.1	0	8	0
2008-10	23.9	16.8	8.9	2.2	91.9	0	8	0
2008-11	19.4	10.7	4.7	-5	89.9	0.3	11	0
2008-12	19.4	7.2	-0.4	-10.6	168.1	152.7	16	5
2009-01	8.3	0.8	-5.3	-14.4	75.7	229.4	8	5
2009-02	18.3	7	-1.7	-11.1	23.6	109.5	6	1
2009-03	21.1	9.8	1.7	-11.1	44.5	210.8	10	2
2009-04	33.3	17.2	7.9	1.1	119.1	0.3	10	0
2009-05	30	21.4	12.5	6.1	131.3	0	13	0
2009-06	28.9	23.6	15.8	10	255.3	0	18	0
2009-07	30	26.9	18.3	14.4	180.6	0	13	0
2009-08	33.3	28	20.5	16.7	107.2	0	11	0
2009-09	28.9	22.8	15.3	9.4	57.4	0	7	0
2009-10	23.3	16.2	9.3	2.8	141.7	0	13	0
2009-11	20.6	13.7	7.6	1.7	40.9	0	9	0
2009-12	18.9	5.5	-1.1	-8.9	184.7	315.2	11	3
2010-01	13.9	3.4	-2.8	-10.6	52.8	54.1	8	3
2010-02	7.8	3.3	-2	-8.3	169.9	938	11	6
2010-03	23.3	12.8	5.2	-1.7	271.5	0	13	0
2010-04	33.3	19.6	9.1	4.4	75.9	0	7	0
2010-05	33.3	23.6	13.4	5	76.5	0	8	0
2010-06	33.9	28.4	19	13.9	55.9	0	8	0
2010-07	39.4	32.3	22.5	16.1	66	0	7	0
2010-08	35.6	29.6	20.9	16.1	105.2	0	8	0
2010-09	35.6	26	17.4	12.2	93.2	0	8	0
2010-10	23.9	18.4	10.7	5.6	124.7	0	10	0
2010-11	18.3	12	5.7	1.1	54.6	0	8	0
2010-12	15.6	3.2	-2.3	-7.2	107.7	511	6	3
2011-01	11.7	1.5	-4.1	-14.4	125.2	915.4	11	8
2011-02	19.4	6.5	-2	-9.4	88.1	122.2	9	3
2011-03	25	10	1.5	-6.7	157.2	25.4	11	1
2011-04	28.3	17	7.8	1.7	135.9	0	13	0
2011-05	31.7	22.4	13.7	7.8	129.8	0	9	0
2011-06	35	26.8	18	13.3	82.6	0	10	0
2011-07	40	31.6	22	17.2	77	0	8	0
2011-08	34.4	28.3	19.8	15	481.3	0	14	0
2011-09	30	24.6	17.7	10.6	238.5	0	12	0
2011-10	28.9	17.7	10.2	0.6	154.7	73.7	12	1
2011-11	21.1	14.7	7.4	2.2	77.5	0	8	0
2011-12	16.7	9.9	2.7	-5.6	101.6	0	9	0
2012-01	16.7	6.8	-0.9	-10.6	82	109.5	10	1
2012-02	16.7	8.2	1.6	-6.7	34.8	5.6	11	1
2012-03	25.6	15.1	5.9	-3.9	24.4	0	11	0
2012-04	31.1	17.6	7.7	3.3	90.4	0	9	0
2012-05	31.7	22.2	14.6	9.4	136.7	0	18	0
2012-06	34.4	26.1	17.2	10.6	75.4	0	13	0
2012-07	37.8	30.7	21.3	16.1	106.9	0	11	0
2012-08	32.8	29	20.7	16.1	73.9	0	10	0
2012-09	32.8	24.4	16.5	11.7	111.5	0	9	0
2012-10	25.6	17.6	11.3	3.3	74.2	0	10	0
2012-11	18.9	9.8	3.4	-0.6	46	119.4	5	2
