date	high.temp	avg.hi.temp	avg.lo.temp	low.temp	precip	snowfall	precip.days	snowfall.days
2012-12	16.7	8	2.6	-2.2	121.9	10.4	17	1
2013-01	16.1	4.9	-1.5	-11.7	70.1	38.6	10	1
2013-02	12.8	4.1	-2	-8.3	108	310.1	13	5
2013-03	15	7.9	1.1	-2.8	73.7	186.4	8	3
2013-04	27.8	16.3	7	0.6	33.3	0	8	0
2013-05	32.2	21.8	12.4	5.6	203.2	0	10	0
2013-06	33.3	26.8	18.3	11.7	256.5	0	13	0
2013-07	36.7	30.2	23	17.8	72.1	0	12	0
2013-08	32.2	27.5	19.8	15	72.4	0	10	0
2013-09	35.6	24.6	15.2	8.3	74.9	0	8	0
2013-10	30	19.4	11.9	4.4	9.1	0	5	0
2013-11	21.1	11.2	3.6	-5	80	0.3	9	0
2013-12	21.7	6.9	0.4	-7.2	123.2	219.2	12	4
2014-01	14.4	1.9	-5.7	-15.6	70.9	500.4	13	6
2014-02	13.3	3.1	-3.5	-12.8	139.2	736.6	11	8
2014-03	18.9	7.5	-1.2	-10.6	93.2	3	7	1
2014-04	25	16.2	6.4	-0.6	199.4	0	11	0
2014-05	30	22.5	13	9.4	111	0	14	0
2014-06	31.7	26.9	18	12.8	108.2	0	9	0
2014-07	32.8	28.6	20.5	17.2	142	0	12	0
2014-08	32.2	28	19.2	16.1	57.2	0	9	0
2014-09	33.3	25.2	16.8	11.1	30.7	0	5	0
2014-10	25	18.8	11.9	5.6	146.6	0	13	0
2014-11	20.6	10.9	3.9	-5.6	114.6	5.1	9	1
2014-12	18.3	7.3	2.2	-4.4	153.4	25.7	16	1
2015-01	13.3	2.3	-4.7	-13.3	132.8	429.3	11	6
2015-02	6.1	0	-9	-16.7	51.8	346.2	9	7
2015-03	16.7	7.4	-0.6	-11.1	119.9	473.2	14	4
2015-04	26.7	17	7.7	0	52.8	0	9	0
2015-05	31.1	25.8	14.8	8.9	47.2	0	4	0
2015-06	32.2	25.8	17.7	10	121.7	0	14	0
2015-07	35.6	29.9	22	17.8	101.1	0	8	0
2015-08	35	30.5	21.7	17.2	59.7	0	6	0
2015-09	36.1	28.1	19	13.3	83.3	0	5	0
2015-10	25.6	18.6	10.4	1.7	99.3	0	8	0
2015-11	23.3	15.2	7.9	0	51.1	0	7	0
2015-12	22.2	13.5	7.4	1.1	119.9	0	15	0
2016-01	15	4.9	-2.2	-11.7	112	709.2	5	3
2016-02	16.1	7.1	-0.8	-18.3	111.8	101.9	12	3
2016-03	26.1	14.1	4.6	-3.3	29.7	22.9	9	2
2016-04	27.8	16.8	6.9	-3.3	40.9	0	12	0
2016-05	33.3	21.5	12.8	6.1	95.3	0	12	0
2016-06	31.1	27.2	17.5	11.1	66	0	8	0
2016-07	35.6	30.1	21.7	17.2	178.3	0	12	0
2016-08	35.6	30.3	22.1	16.1	50	0	12	0
2016-09	32.8	26.1	18.1	12.2	70.9	0	8	0
2016-10	29.4	18.8	11	3.3	105.4	0	6	0
2016-11	22.2	13.7	6.1	1.1	137.4	0	8	0
2016-12	12.2	9	3.9	1.7	17.8	0	4	0
2017-01	18.9	6	0.7	-10	122.7	200.7	15	4
2017-02	21.1	9.3	1.4	-7.2	63	238.8	6	1
2017-03	21.1	8.2	-0.2	-10	133.3	246.4	12	2
2017-04	30.6	18.3	9.7	2.8	97.5	0	10	0
2017-05	33.3	20.1	12.2	6.7	162.1	0	13	0
2017-06	34.4	26.3	18.1	10.6	120.9	0	12	0
2017-07	34.4	28.7	21	16.7	106.4	0	8	0
2017-08	33.3	27.2	19.5	15.6	84.8	0	10	0
2017-09	32.8	25.4	17.4	12.2	50.8	0	7	0
2017-10	28.3	21.8	13.9	5.6	106.2	0	9	0
2017-11	23.3	12.3	4	-4.4	40.1	0	10	0
2017-12	16.1	4.4	-1.1	-12.8	56.1	195.6	9	4
2018-01	16.1	3.7	-4.1	-15	55.4	284.5	9	4
2018-02	25.6	9.8	1.4	-8.9	148.1	124.5	17	2
2018-03	16.7	8	1.1	-2.8	131.3	294.6	12	3
2018-04	27.8	13.9	5.4	0	146.8	139.7	14	1
2018-05	33.3	24.2	14.6	8.9	89.7	0	13	0
2018-06	33.9	26.5	17.6	10.6	79	0	13	0
2018-07	35.6	29.4	21.3	16.7	189.2	0	14	0
2018-08	34.4	29	22.2	18.3	218.2	0	15	0
2018-09	33.9	24.6	18.4	12.2	157.2	0	12	0
2018-10	26.7	17.5	11	3.3	91.2	0	11	0
2018-11	22.2	9.9	3.9	-9.4	193.5	162.6	15	1
2018-12	16.1	7.5	1.5	-4.4	165.4	0	13	0
2019-01	15	3.9	-3.3	-16.7	90.9	27.9	10	3
2019-02	18.3	5.9	-1.2	-11.7	79.8	66	12	3
2019-03	23.9	9.3	1.5	-7.8	98.3	264	9	4
2019-04	26.7	17.4	8.7	0.6	115.6	0	18	0
2019-05	30	21.1	12.4	6.7	173.2	0	19	0
2019-06	32.8	26.1	17.9	12.2	138.7	0	13	0
